1,임진각관광지
2,공릉관광지
3,송정관광지
4,덕산온천관광단지
5,심우장
6,길상사
7,한국가구박물관
8,성류굴 관광지
9,백암온천 관광지
10,대광해수욕장
11,반월호수
12,초막골 생태공원
13,수리산 도립공원
14,수리산 산림욕장
15,철쭉동산
16,수리사
17,물누리체험관
18,누리천문대
19,장흥관광지
20,괴강
21,수옥정
22,무극전적국민관광지
23,담양호국민관광지
24,죽녹원
25,메타세쿼이아랜드
26,소쇄원
27,한국대나무박물관
28,한국가사문학관
29,슬로시티삼지내마을
30,오색관광지
31,지경관광지
32,설해원(양양국제공항)
33,해인사
34,중랑캠핑숲
35,옹기테마공원
36,순천향매실마을
37,순천생태마을
38,거차뻘배체험마을
39,낙안민속자연휴양림
40,부평아트센터
41,기후변화체험관
42,부평역사박물관
43,부평안전체험관
44,인천나비공원
45,은평역사한옥박물관
46,금성당
47,용마폭포공원
48,망우리공원
49,탑산약수온천
50,여수세계박람회장
51,여수해양공원
52,예술랜드리조트
53,여수이순신대교
54,불갑사관광지
55,협재관광지
56,곽지관광지
57,김녕관광지
58,장림포구
59,꽃보라동산
60,운암지수변공원
61,팔달대교 야경
62,금호강하중도
63,경북대학교 캠퍼스
64,함지공원
65,구암서원
66,침산정
67,두타연
68,한반도섬
69,용평관광단지
70,알펜시아관광단지
71,휘닉스파크관광단지
72,김포평화누리길 1코스
73,김포평화누리길 2코스
74,김포평화누리길 3코스
75,김포 장릉
76,애기봉 평화생태공원
77,오동도
78,진남관
79,향일암
80,여수해상케이블카
81,방동관광지
82,오토테마파크
83,선암사
84,에코촌유스호스텔
85,순천자연휴양림
86,기독교역사박물관
87,승주골프장
88,파인힐스골프장
89,레이크힐스골프장
90,녹진관광지
91,회동관광지
92,아리랑마을관광지
93,대장경테마파크
94,오도산 자연휴양림
95,합천박물관
96,황매산군립공원
97,영상테마파크&청와대세트장
98,합천댐 물문화관
99,황계폭포
100,정양레포츠공원
101,정양늪생태공원
102,해인사 소리길
103,변산해수욕장
104,보라매축구공원
105,경암근린공원
106,용아생가
107,1913송정역시장
108,경장각
109,양림역사문화마을
110,고씨굴 관광지
111,을지전망대
112,제4땅굴
113,국토정중앙천문대
114,"양구자연생태공원(생태식물원,DMZ야상화분재원,DMZ야생동물생태관)"
115,김포국제조각공원
116,아트빌리지(한옥마을)
117,오전약수관광지
118,다덕약수관광지
119,주왕산 관광지
120,호미곶관광단지
121,신륵사관광지
122,위도해수욕장
123,모항해수욕장
124,최참판댁
125,경산온천
126,좌구산휴양랜드
127,좌구산 천문대
128,증평민속체험박물관
129,그림책도서관
130,순천시청소년수련원
131,순천용오름마을
132,온달관광지
133,천동관광지
134,다리안관광지
135,도림사
136,섬진강 기차마을
137,보강천 미루나무숲
138,증평인삼판매장
139,에듀팜특구관광단지(벨포레리조트)
140,인천도호부청사
141,고구려대장간마을
142,동구릉
143,금강하구둑관광지
144,화개장터
145,남원관광지
146,광주광역시백범기념관
147,산동교친수공원
148,푸른길공원
149,원효사
150,영산강거징이쉼터
151,광주광역시천천변공원
152,전남대학교용지
153,맥문동숲길
154,용봉초록습지
155,추사박물관
156,순천만국가정원
157,순천만습지
158,낙안읍성
159,드라마촬영장
160,뿌리깊은나무박물관
161,송광사
162,춘장대
163,삼성궁
164,하동야생차박물관
165,빛가람호수공원전망대
166,순천컨트리클럽
167,부영컨트리클럽
168,서동요역사관광지
169,백제문화관광단지
170,은파관광지
171,금강호관광지
172,농월정
173,문수산성
174,김포함상공원
175,덕포진
176,덕포진교육박물관
177,다도박물관
178,광주광역시어린이교통공원
179,국립광주광역시과학관
180,국립광주광역시박물관
181,김대중 컨벤션센터
182,역사문화공원
183,국립나주박물관
184,영산포 역사갤러리
185,나주복암리고분전시관
186,일본인근대가옥
187,안면도 관광지(꽃지지구)
188,구드래관광지
189,난지도 관광지
190,칠갑산 도림온천
191,남당
192,예당관광지
193,만리포해수욕장 관광지
194,신정호국민관광지
195,아산온천관광지
196,나주영상테마파크
197,남파고택
198,반남고분군
199,백호문학관
200,안동문화관광지
201,이바구공작소
202,장기려더나눔센터
203,이바구충전소
204,168계단 부대시설
205,김민부전망대
206,유치환의 우체통
207,소흥관(한중우호센터)
208,만화체험관
209,안용복기념 부산포개항문화관
210,좌천동굴
211,간절곶 공원
212,명승 거창 수승대
213,가조온천
214,공룡박물관
215,회산백련지
216,하회관광지
217,어답산관광지
218,수동관광지
219,산청전통한방휴양관광지
220,산청중산관광지
221,산청금서관광지
222,구)나주역
223,노안천주교회
224,나주시천연염색박물관
225,나주목문화관
226,중흥골드스파&리조트
227,마이산도립공원 일원
228,용담호및주변시설
229,운장산자연휴양림
230,데미샘자연휴양림
231,진안고원치유의숲
232,가위박물관
233,오수의견관광지
234,사선대관광지
235,쌍근어촌체험마을
236,씨라인
237,오션어드벤처
238,옥포대첩기념공원
239,조선해양문화관
240,지심도
241,칠천량해전공원
242,포로수용소유적공원
243,거제해금강
244,외도
245,공곶이
246,김영삼전대통령생가기록전시관
247,문동휴양지
248,대운산 내원암 계곡
249,가산산성
250,태조산
251,곰나루
252,마곡사관광지
253,공주문화관광지
254,간월도관광지
255,부례관광지
256,한국코미디타운
257,소싸움테마파크
258,청도레일바이크
259,청도자전거공원
260,청도신화랑풍류마을
261,새마을운동발상지기념공원
262,청도소싸움경기장
263,와인터널
264,프로방스 포토랜드
265,고래불관광지
266,장사해수욕장관광지
267,예천포리관광지
268,예천삼강
269,금마관광지
270,미륵사지관광지
271,왕궁보석테마 관광지
272,웅포관광지
273,운일암반일암
274,대가야생활촌
275,대가야역사테마관광지
276,청도박물관
277,바람의언덕
278,우제봉전망대
279,청마기념관
280,씨월드
281,알로에테마파크
282,노을이물드는언덕
283,가조수협효시공원
284,백룡동굴
285,이효석문화예술촌
286,마하생태관광지
287,성기동
288,마한문화
289,영산호관광지
290,한려수도조망케이블카
291,한산도 제승당
292,통영루지
293,박경리기념관
294,해저터널
295,장사도해상공원
296,통영시립박물관
297,삼도수군통제영
298,춘천호반(삼악산)
299,청평사
300,구곡폭포
301,석정온천관광지
302,황령산관광지
303,용대관광지
304,화담사
305,요트올림픽동산지구
306,동백섬
307,해운대해수욕장
308,지리산 온천관광지
309,문경 오미자테마터널
310,"고모산성, 토끼비리"
311,문경 활공랜드
312,옥계해변관광지
313,주문진해변관광지
314,연곡해변관광지
315,등명해변관광지
316,대관령어흘리관광지
317,대성관광지
318,산장관광지
319,문경 철로자전거(진남역)
320,영모정
321,남고문
322,유현문화관광지
323,웰리힐리파크 관광단지
324,도래마을(홍기옥 가옥)
325,정수루
326,나주향교
327,완사천
328,목사내아
329,이심원충신정려현판
330,신원재
331,광덕계곡관광지
332,팔봉산관광지
333,대명비발디파크
334,불회사
335,금성관
336,양천고성지
337,사계고택
338,모원재
339,염선재
340,영도관광안내센터
341,마니산 국민관광지
342,고석정
343,직탕
344,오-월드
345,뿌리공원
346,아쿠아리움
347,소요산관광지
348,진하해수욕장
349,영남알프스 복합웰컴센터
350,외고산옹기마을
351,울주 대곡리 반구대 암각화
352,작괘천
353,평택호관광단지
354,무이예술관
355,회상나루관광지
356,한탄강관광지
357,연천세계캠핑체험존 - 펜션
358,연천세계캠핑체험존 - 야영장
359,연천재인폭포오토캠핑장
360,운암제
361,속초해수욕장
362,척산온천
363,설악한화리조트
364,맹종죽테마공원
365,거제박물관
366,거제시농업개발원
367,거제요트학교
368,거제자연휴양림
369,계도어촌체험마을
370,다대어촌체험마을
371,도장포어촌체험마을
372,제주별빛누리공원
373,무주 덕유산 리조트
374,벽계야영장
375,장도포대지
376,우장춘기념관
377,장영실과학동산
378,풍암생활체육공원
379,박차정의사생가
380,금강공원
381,허심청
382,복천박물관
383,충렬사
384,해양자연사박물관
385,화암관광지
386,아우라지 관광지
387,경천대관광지
388,송산근린공원
389,펭귄마을
390,빛고을농촌테마공원
391,동명동동리단길
392,양산제(양산호수공원)
393,어린이문화원
394,전통문화관
395,5.18추모관
396,광주광역시문화예술회관
397,광주광역시기아챔피언스필드
398,우치공원 동물원
399,녹색에너지체험관 광주광역시전남지역본부
400,무등산풍암정
401,5.18자유공원
402,전평제근린공원
403,을숙도 철새공원
404,운천저수지
405,월봉서원
406,용진정사
407,황룡친수공원
408,양산호수공원
409,달맞이동산지구
410,용문산 관광지
411,두물머리
412,세미원
413,쉬자파크
414,당항포관광지
415,장성호관광지
416,홍길동테마파크
417,용호 Sea-Side 관광지
418,진주성
419,진양호
420,경상남도 수목원
421,몰운대
422,다대포 꿈의 낙조분수
423,다대포해수욕장
424,낙동강하구아미산전망대
425,을숙도 생태공원
426,감천문화마을
427,서포리관광지
428,보은 삼년산성
429,보은 우당고택
430,속리산 법주사
431,동학농민혁명기념공원
432,간현관광지
433,작원관지
434,쌍암공원
435,대인예술시장
436,상무시민공원
437,"목포근대역사관 1관 (구, 일본영사관)"
438,"목포근대역사관 2관 (구,동양척식주식회사)"
439,성옥기념관
440,구 동본원사 목포별원
441,유달산
442,서산동 시화골목
443,연희네슈퍼(영화 1987 촬영지)
444,춤추는 바다분수
445,목포해상케이블카
446,삼학도크루즈
447,김대중노벨평화상기념관
448,목포자연사박물관
449,갓바위
450,부석사관광지
451,인천가스과학관
452,인천상륙작전기념관
453,컴팩스마트시티
454,가천박물관
455,율포해수욕장
456,레인보우힐링관광지
457,송호관광지
458,오월드
459,엑스포과학공원
460,한밭수목원
461,계족산황톳길
462,대청호반
463,장태산휴양림
464,대전둘레산길
465,동춘당
466,대전문화예술단지
467,으능정이문화의거리
468,유성온천
469,유니온파크
470,광주향교
471,이성산성
472,팔공산 하늘정원
473,김수환 추기경 사랑과 나눔 공원
474,사라온 이야기 마을
475,금정산
476,범어사
477,회동수원지
478,서동미로시장
479,스포원파크
480,한국이슬람부산성원
481,요산문학관
482,오륜대한국순교자박물관
483,부산대젊음의거리
484,금정산성마을
485,유당공원
486,서천무지개분수대
487,장도전수관
488,도립미술관
489,광양와인동굴
490,광양역사문화관
491,사라실 라벤더 단지
492,사라실 예술촌
493,광양 마로산성
494,광양 궁시장
495,매천황현생가
496,해달별천문대
497,백운산자연휴양림
498,광양 옥룡사지
499,국사봉랜드
500,기독교선교100주년기념관
501,섬진강 망덕포구
502,윤동주 유고 보존 정병욱 가옥
503,광양매화문화관
504,느랭이골자연리조트
505,광양항해양공원
506,무지개다리
507,해오름육교
508,배알도수변공원
509,능강관광지
510,금월봉관광지
511,계산관광지
512,만남의광장
513,제천 성내관광지
514,제천온천관광지
515,교리관광지
516,치산관광지
517,자갈치시장
518,40계단테마거리
519,BIFF광장
520,영도대교
521,보수동책방골목
522,용두산공원
523,광복로
524,부산영화체험박물관
525,장계관광지
526,예술의전당
527,국립국악원
528,헌인릉
529,매헌 윤봉길의사 기념관
530,고투몰
531,"세빛섬, 반포대교 달빛무지개분수"
532,삼성딜라이트
533,미당서정주의 집
534,강감찬전시관
535,구문소 관광지
536,무릉계곡
537,망상
538,추암
539,천지연폭포
540,정방폭포
541,중문대포주상절리대
542,천제연폭포
543,산방산
544,용머리해안
545,감귤박물관
546,통일전망대
547,화진포역사안보전시관
548,화진포해양박물관
549,화진포 생태박물관
550,송지호 관망타워
551,송도해상케이블카
552,송도해수욕장
553,암남공원
554,구덕문화공원
555,송도해안산책로
556,대신공원
557,부산공동어시장
558,천마산조각공원
559,양산타워
560,구덕운동장
561,임시수도기념관
562,송도오션파크
563,세계무술공원
564,충주호체험
565,능암온천
566,충온온천
567,김해가야테마파크
568,김해낙동강레일파크
569,가야랜드
570,김해천문대
571,롯데워터파크
572,클레이아크
573,김해한옥체험관
574,노무현대통령생가
575,수로왕릉
576,부경동물원
577,실안관광지
578,내원사계곡(내원사)
579,대운산자연휴양림
580,법기수원지
581,양산시립박물관
582,에덴밸리
583,임경대
584,통도사
585,통도환타지아
586,홍룡폭포(홍룡사)
587,황산공원
588,달성토성마을
589,방화동가족휴가촌
590,보문관광단지
591,남한산성
592,분원백자자료관
593,천진암
594,경기도자박물관
595,경안천습지생태공원
596,팔당물안개공원
597,중대물빛공원
598,산정호수
599,백운계곡
600,율하체육공원
601,대구체육공원
602,월배체육공원
603,명곡체육공원
604,국가산단체육1공원
605,서재체육공원
606,연경체육공원
607,상림근린공원
608,하림공원
609,충혼탑어린이공원
610,화산공원
611,최치원공원
612,중앙공원
613,영주어린이공원
614,오름소공원
615,공원:102(당진:02 계림공원)
616,공원:103(당진:03 승리봉공원)
617,공원:104(당진:04 채운공원)
618,공원:107(당진:06 남산공원)
619,공원:109(당진:8 서문공원)
620,공원:110(당진:09 새싹공원)
621,공원:111(당진:10 은하공원)
622,공원:113(당진:12 하늘공원)
623,공원:114(당진:13 보름달공원)
624,공원:115(당진:14 바다공원)
625,공원:116(당진:15 해바라기공원)
626,읍내공원
627,들꽃공원
628,미소공원
629,마당공원
630,반딧불이공원
631,동평공원
632,사계절공원
633,열림공원
634,오뚜기공원
635,뜨락공원
636,비로실공원
637,운곡공원
638,솔밭공원
639,예삐공원
640,앵무새공원
641,천서공원
642,도곡공원
643,성북공원
644,햇살공원
645,한솔공원
646,동화공원
647,꽃밭공원
648,초장1지구3공원
649,초지상소공원2
650,도토리공원
651,원곡3문화공원
652,원곡3소공원
653,초지1소공원
654,초지상소공원
655,서본공원
656,남산공원
657,백전어린이공원
658,동본어린이공원
659,공원1
660,공원2
661,공원3
662,소공원
663,보정제3호 어린이공원(독정)
664,보정제4호 어린이공원(죽현)
665,보정제5호 어린이공원(포솔)
666,제48호 근린공원(강남근린공원)
667,제51호 어린이공원(하늘채)
668,제52호 어린이공원(갈곡)
669,제53호 어린이공원(강남)
670,서천4근린공원
671,마평어린이공원
672,제74호 어린이공원
673,화정공원
674,팔복문화공원
675,철도178호
676,에코시티 1호공원
677,에코시티5호
678,제187호 근린공원
679,동산구역B
680,동산구역A
681,이목대공원
682,추천대공원
683,에코시티4호
684,에코시티9호
685,백석공원
686,세병공원
687,붓내공원
688,공원4
689,공원5
690,공원6
691,공원7
692,공원8
693,공원9
694,읍부공원(용궁도시)
695,새달감공원(하리송월 지구단위)
696,남본어린이공원
697,도원공원
698,상아공원
699,신흥공원
700,새말공원
701,금암2리 소공원
702,신당 근린공원(포승공단)
703,여술 근린공원(포승공단)
704,도곡 근린공원(포승공단)
705,번제 근린공원(포승공단)
706,학현 근린공원
707,안중 근린공원(안중지구 택지개발)
708,현화 근린공원(안중지구 택지개발)
709,비둘기 근린공원(청북 어연한산공단)
710,김포문화공원28
711,김포어린이43
712,김포어린이44
713,향산근린1
714,신곡6지구(24호)신곡1공원
715,신곡6지구(25호)신곡2공원
716,향산지구 제1어린이공원
717,양곡근린3
718,양곡택지5
719,양곡택지6
720,마송근린2
721,마송근린3
722,마송근린4
723,장기어린이5
724,장기근린4
725,학운3체육공원11
726,학운3어린이60
727,개나리 근린공원(청북 어연한산공단)
728,현곡 근린공원(현곡산단)
729,오성 근린공원(오성산단)
730,가사 근린공원(청북지구 택지개발)
731,테미 근린공원(청북지구 택지개발)
732,새터 근린공원(청북지구 택지개발)
733,수촌 근린공원(청북지구 택지개발)
734,살박 근린공원(청북지구 택지개발)
735,뚝넘어 근린공원(청북지구 택지개발)
736,인광 근린공원(안중송담지구)
737,송담 근린공원(안중송담지구)
738,안송 근린공원(안중송담지구)
739,원정 어린이공원(포승공단)
740,도곡 어린이공원(포승공단)
741,도화동 어린이공원(안중지구 택지개발)
